ID,Count
19106,533.0893235
19107,486.753876
19108,472.8532417
19109,421.8842495
19110,454.3190627
19111,537.7228682
19112,546.9899577
19113,602.5924947
19114,755.4994715
19115,913.039993
19116,987.1767089
19117,797.2013742
19118,797.2013742
19119,829.6361875
19120,792.5678295
19121,764.766561
19122,801.834919
19123,811.1020085
19124,764.766561
19125,681.3627555
19126,713.7975687
19127,797.2013742
19128,667.4621212
19129,584.0583157
19130,505.288055
19131,491.3874207
19132,463.5861522
19133,431.151339
19134,431.151339
19135,463.5861522
19136,584.0583157
19137,593.3254052
19138,736.9652925
19139,690.629845
19140,787.9342847
19141,820.369098
19142,820.369098
19143,699.8969345
19144,760.1330162
19145,760.1330162
19146,797.2013742
19147,750.8659267
19148,764.766561
19149,709.164024
19150,672.095666
19151,699.8969345
19152,718.4311135
19153,685.9963002
19154,533.0893235
19155,528.4557787
19156,449.685518
19157,431.151339
19158,435.7848837
19159,519.1886892
19160,519.1886892
19161,611.8595842
19162,889.8722692
19163,838.903277
19164,954.7418957
19165,755.4994715
19166,815.7355532
19167,797.2013742
19168,760.1330162
19169,936.2077167
19170,806.4684637
19171,880.6051797
19172,801.834919
19173,741.5988372
19174,723.0646582
19175,639.6608527
19176,690.629845
19177,635.027308
19178,523.822234
19179,496.0209655
19180,435.7848837
19181,431.151339
19182,463.5861522
19183,449.685518
19184,509.9215997
19185,556.2570472
19186,667.4621212
19187,639.6608527
19188,644.2943975
19189,597.95895
19190,685.9963002
19191,570.1576815
19192,593.3254052
19193,579.424771
19194,593.3254052
19195,523.822234
19196,560.890592
19197,574.7912262
19198,546.9899577
19199,551.6235025
19200,528.4557787
19201,472.8532417
19202,412.61716
19203,426.5177942
19204,407.9836152
19205,403.3500705
19206,431.151339
19207,412.61716
19208,449.685518
19209,496.0209655
19210,625.7602185
19211,579.424771
19212,537.7228682
19213,528.4557787
19214,482.1203312
19215,509.9215997
19216,468.219697
19217,496.0209655
19218,551.6235025
19219,616.493129
19220,537.7228682
19221,556.2570472
19222,574.7912262
19223,556.2570472
19224,533.0893235
19225,514.5551445
19226,458.9526075
19227,403.3500705
19228,445.0519732
19229,407.9836152
19230,445.0519732
19231,449.685518
19232,509.9215997
19233,505.288055
19234,690.629845
19235,880.6051797
19236,880.6051797
19237,741.5988372
19238,783.30074
19239,825.0026427
19240,871.3380902
19241,1001.077343
19242,936.2077167
19243,875.971635
19244,894.505814
19245,875.971635
19246,787.9342847
19247,769.4001057
19248,690.629845
19249,695.2633897
19250,537.7228682
19251,505.288055
19252,486.753876
19253,468.219697
19254,454.3190627
19255,560.890592
19256,560.890592
19257,676.7292107
19258,917.6735377
19259,954.7418957
19260,917.6735377
19261,783.30074
19262,825.0026427
19263,760.1330162
19264,746.232382
19265,778.6671952
19266,713.7975687
19267,792.5678295
19268,774.0336505
19269,866.7045455
19270,903.7729035
19271,857.437456
19272,885.2387245
19273,778.6671952
19274,644.2943975
19275,635.027308
19276,528.4557787
19277,514.5551445
19278,486.753876
19279,505.288055
19280,546.9899577
19281,542.356413
19282,713.7975687
19283,667.4621212
19284,820.369098
19285,727.698203
19286,699.8969345
19287,741.5988372
19288,727.698203
19289,922.3070825
19290,852.8039112
19291,908.4064482
19292,959.3754405
19293,880.6051797
19294,783.30074
19295,811.1020085
19296,908.4064482
19297,815.7355532
19298,653.561487
19299,639.6608527
19300,579.424771
19301,616.493129
19302,565.5241367
19303,560.890592
19304,616.493129
19305,611.8595842
19306,732.3317477
19307,1028.878612
19308,1024.245067
19309,829.6361875
19310,843.5368217
19311,917.6735377
19312,857.437456
19313,792.5678295
19314,838.903277
19315,913.039993
19316,778.6671952
19317,736.9652925
19318,862.0710007
19319,848.1703665
19320,903.7729035
19321,681.3627555
19322,597.95895
19323,528.4557787
19324,500.6545102
19325,454.3190627
19326,486.753876
19327,528.4557787
19328,509.9215997
19329,565.5241367
19330,579.424771
19331,514.5551445
19332,528.4557787
19333,607.2260395
19334,607.2260395
19335,551.6235025
19336,602.5924947
19337,653.561487
19338,695.2633897
19339,755.4994715
19340,667.4621212
19341,662.8285765
19342,676.7292107
19343,644.2943975
19344,630.3937632
19345,505.288055
19346,528.4557787
19347,435.7848837
19348,440.4184285
19349,417.2507047
19350,426.5177942
19351,482.1203312
19352,463.5861522
19353,454.3190627
19354,560.890592
19355,542.356413
19356,482.1203312
19357,570.1576815
19358,542.356413
19359,556.2570472
19360,542.356413
19361,477.4867865
19362,574.7912262
19363,570.1576815
19364,574.7912262
19365,644.2943975
19366,556.2570472
19367,593.3254052
19368,570.1576815
19369,509.9215997
19370,560.890592
19371,482.1203312
19372,445.0519732
19373,431.151339
19374,458.9526075
19375,440.4184285
19376,472.8532417
19377,519.1886892
19378,519.1886892
19379,584.0583157
19380,560.890592
19381,644.2943975
19382,588.6918605
19383,523.822234
19384,546.9899577
19385,551.6235025
19386,570.1576815
19387,625.7602185
19388,565.5241367
19389,570.1576815
19390,644.2943975
19391,602.5924947
19392,616.493129
19393,546.9899577
19394,477.4867865
19395,505.288055
19396,426.5177942
19397,421.8842495
19398,505.288055
19399,468.219697
19400,477.4867865
19401,588.6918605
19402,653.561487
19403,848.1703665
19404,1116.915962
19405,848.1703665
19406,885.2387245
19407,977.9096195
19408,815.7355532
19409,954.7418957
19410,1056.67988
19411,1010.344433
19412,964.0089852
19413,940.8412615
19414,857.437456
19415,982.5431642
19416,889.8722692
19417,774.0336505
19418,662.8285765
19419,616.493129
19420,537.7228682
19421,528.4557787
19422,445.0519732
19423,533.0893235
19424,556.2570472
19425,621.1266737
19426,755.4994715
19427,699.8969345
19428,926.9406272
19429,755.4994715
19430,787.9342847
19431,338.480444
19432,329.2133545
19433,333.8468992
19434,333.8468992
19435,630.3937632
19436,954.7418957
19437,825.0026427
19438,760.1330162
19439,750.8659267
19440,648.9279422
19441,704.5304792
19442,616.493129
19443,486.753876
19444,477.4867865
19445,431.151339
19446,482.1203312
19447,472.8532417
19448,542.356413
19449,695.2633897
19450,871.3380902
19451,871.3380902
19452,1010.344433
19453,820.369098
19454,908.4064482
19455,903.7729035
19456,815.7355532
19457,899.1393587
19458,875.971635
19459,866.7045455
19460,848.1703665
19461,871.3380902
19462,760.1330162
19463,811.1020085
19464,760.1330162
19465,736.9652925
19466,616.493129
19467,574.7912262
19468,486.753876
19469,537.7228682
19470,565.5241367
19471,542.356413
19472,574.7912262
19473,616.493129
19474,699.8969345
19475,723.0646582
19476,820.369098
19477,667.4621212
19478,741.5988372
19479,848.1703665
19480,690.629845
19481,732.3317477
19482,834.2697322
19483,852.8039112
19484,857.437456
19485,778.6671952
19486,917.6735377
19487,838.903277
19488,792.5678295
19489,676.7292107
19490,570.1576815
19491,454.3190627
19492,329.2133545
19493,329.2133545
19494,329.2133545
19495,329.2133545
19496,343.1139887
19497,625.7602185
19498,644.2943975
19499,723.0646582
19500,838.903277
19501,750.8659267
19502,699.8969345
19503,713.7975687
19504,653.561487
19505,667.4621212
19506,732.3317477
19507,648.9279422
19508,635.027308
19509,597.95895
19510,699.8969345
19511,723.0646582
19512,616.493129
19513,556.2570472
19514,496.0209655
19515,463.5861522
19516,477.4867865
19517,398.7165257
19518,417.2507047
19519,417.2507047
19520,496.0209655
19521,509.9215997
19522,542.356413
19523,528.4557787
19524,607.2260395
19525,486.753876
19526,528.4557787
19527,537.7228682
19528,505.288055
19529,528.4557787
19530,528.4557787
19531,556.2570472
19532,542.356413
19533,533.0893235
19534,482.1203312
19535,500.6545102
19536,491.3874207
19537,445.0519732
19538,458.9526075
19539,468.219697
19540,426.5177942
19541,394.082981
19542,458.9526075
19543,477.4867865
19544,468.219697
19545,491.3874207
19546,519.1886892
19547,546.9899577
19548,635.027308
19549,509.9215997
19550,537.7228682
19551,542.356413
19552,537.7228682
19553,491.3874207
19554,537.7228682
19555,560.890592
19556,505.288055
19557,574.7912262
19558,533.0893235
19559,556.2570472
19560,560.890592
19561,468.219697
19562,454.3190627
19563,440.4184285
19564,403.3500705
19565,458.9526075
19566,468.219697
19567,421.8842495
19568,472.8532417
19569,574.7912262
19570,695.2633897
19571,630.3937632
19572,811.1020085
19573,862.0710007
19574,852.8039112
19575,922.3070825
19576,862.0710007
19577,880.6051797
19578,852.8039112
19579,936.2077167
19580,852.8039112
19581,848.1703665
19582,829.6361875
19583,871.3380902
19584,778.6671952
19585,616.493129
19586,607.2260395
19587,551.6235025
19588,454.3190627
19589,523.822234
19590,500.6545102
19591,528.4557787
19592,588.6918605
19593,644.2943975
19594,783.30074
19595,811.1020085
19596,829.6361875
19597,723.0646582
19598,783.30074
19599,778.6671952
19600,769.4001057
19601,815.7355532
19602,922.3070825
19603,750.8659267
19604,774.0336505
19605,718.4311135
19606,718.4311135
19607,625.7602185
19608,676.7292107
19609,621.1266737
19610,588.6918605
19611,491.3874207
19612,417.2507047
19613,449.685518
19614,472.8532417
19615,477.4867865
19616,514.5551445
19617,537.7228682
19618,630.3937632
19619,672.095666
19620,825.0026427
19621,750.8659267
19622,829.6361875
19623,778.6671952
19624,792.5678295
19625,787.9342847
19626,820.369098
19627,903.7729035
19628,857.437456
19629,741.5988372
19630,709.164024
19631,736.9652925
19632,704.5304792
19633,685.9963002
19634,570.1576815
19635,449.685518
19636,440.4184285
19637,440.4184285
19638,468.219697
19639,523.822234
19640,477.4867865
19641,570.1576815
19642,699.8969345
19643,801.834919
19644,787.9342847
19645,769.4001057
19646,848.1703665
19647,806.4684637
19648,829.6361875
19649,843.5368217
19650,1779.512861
19651,1292.990662
19652,889.8722692
19653,838.903277
19654,834.2697322
19655,774.0336505
19656,723.0646582
19657,746.232382
19658,676.7292107
19659,477.4867865
19660,482.1203312
19661,477.4867865
19662,546.9899577
19663,496.0209655
19664,523.822234
19665,584.0583157
19666,565.5241367
19667,635.027308
19668,658.1950317
19669,667.4621212
19670,653.561487
19671,695.2633897
19672,681.3627555
19673,635.027308
19674,695.2633897
19675,690.629845
19676,695.2633897
19677,685.9963002
19678,667.4621212
19679,639.6608527
19680,611.8595842
19681,505.288055
19682,468.219697
19683,445.0519732
19684,458.9526075
19685,398.7165257
19686,426.5177942
19687,421.8842495
19688,431.151339
19689,500.6545102
19690,509.9215997
19691,546.9899577
19692,611.8595842
19693,491.3874207
19694,509.9215997
19695,472.8532417
19696,458.9526075
19697,574.7912262
19698,509.9215997
19699,514.5551445
19700,570.1576815
19701,528.4557787
19702,621.1266737
19703,593.3254052
19704,505.288055
19705,500.6545102
19706,533.0893235
19707,681.3627555
19708,621.1266737
19709,574.7912262
19710,593.3254052
19711,570.1576815
19712,644.2943975
19713,625.7602185
19714,611.8595842
19715,676.7292107
19716,602.5924947
19717,607.2260395
19718,672.095666
19719,607.2260395
19720,625.7602185
19721,662.8285765
19722,653.561487
19723,741.5988372
19724,695.2633897
19725,644.2943975
19726,644.2943975
19727,597.95895
19728,579.424771
19729,500.6545102
19730,537.7228682
19731,440.4184285
19732,435.7848837
19733,417.2507047
19734,468.219697
19735,523.822234
19736,491.3874207
19737,546.9899577
19738,607.2260395
19739,685.9963002
19740,862.0710007
19741,662.8285765
19742,825.0026427
19743,885.2387245
19744,792.5678295
19745,931.574172
19746,811.1020085
19747,723.0646582
19748,750.8659267
19749,644.2943975
19750,621.1266737
19751,635.027308
19752,542.356413
19753,523.822234
19754,519.1886892
19755,597.95895
19756,477.4867865
19757,440.4184285
19758,519.1886892
19759,523.822234
19760,523.822234
19761,607.2260395
19762,889.8722692
19763,908.4064482
19764,973.2760747
19765,843.5368217
19766,1033.512156
19767,1042.779246
19768,977.9096195
19769,1033.512156
19770,1135.450141
19771,996.4437984
19772,973.2760747
19773,903.7729035
19774,908.4064482
19775,940.8412615
19776,801.834919
19777,746.232382
19778,685.9963002
19779,560.890592
19780,556.2570472
19781,523.822234
19782,537.7228682
19783,542.356413
19784,570.1576815
19785,602.5924947
19786,723.0646582
19787,690.629845
19788,852.8039112
19789,741.5988372
19790,899.1393587
19791,750.8659267
19792,834.2697322
19793,936.2077167
19794,940.8412615
19795,1019.611522
19796,838.903277
19797,811.1020085
19798,764.766561
19799,875.971635
19800,815.7355532
19801,681.3627555
19802,672.095666
19803,533.0893235
19804,458.9526075
19805,463.5861522
19806,519.1886892
19807,565.5241367
19808,621.1266737
19809,644.2943975
19810,913.039993
19811,838.903277
19812,880.6051797
19813,806.4684637
19814,875.971635
19815,741.5988372
19816,820.369098
19817,852.8039112
19818,931.574172
19819,783.30074
19820,1005.710888
19821,954.7418957
19822,871.3380902
19823,792.5678295
19824,885.2387245
19825,667.4621212
19826,551.6235025
19827,593.3254052
19828,496.0209655
19829,514.5551445
19830,509.9215997
19831,533.0893235
19832,584.0583157
19833,588.6918605
19834,662.8285765
19835,667.4621212
19836,750.8659267
19837,727.698203
19838,774.0336505
19839,699.8969345
19840,838.903277
19841,792.5678295
19842,838.903277
19843,894.505814
19844,838.903277
19845,755.4994715
19846,695.2633897
19847,653.561487
19848,987.1767089
19849,750.8659267
19850,658.1950317
19851,519.1886892
19852,500.6545102
19853,491.3874207
19854,431.151339
19855,500.6545102
19856,523.822234
19857,486.753876
19858,556.2570472
19859,514.5551445
19860,653.561487
19861,500.6545102
19862,570.1576815
19863,644.2943975
19864,607.2260395
19865,625.7602185
19866,537.7228682
19867,621.1266737
19868,611.8595842
19869,597.95895
19870,570.1576815
19871,607.2260395
19872,579.424771
19873,523.822234
19874,491.3874207
19875,463.5861522
19876,412.61716
19877,426.5177942
19878,435.7848837
19879,435.7848837
19880,482.1203312
19881,454.3190627
